beta,m,δm,E,δE,χ,δχ,C,δC
0.4,0.157258984375,0.0018361728617350525,-1070.7575,1.0555930276081982,5.289212412087396,0.11642199249586963,0.7896431686337269,0.01568496864315852
0.4407,0.3546181640625,0.004008519158715732,-1302.551,1.600765000311052,17.545293256538113,0.3477817152469762,1.229230032026172,0.0354933442982886
0.46,0.54176025390625,0.004293044570531955,-1431.4907,1.760818992833073,20.149962985344143,0.5362601240514069,1.354369100823291,0.03868874973054645
0.5,0.81030869140625,0.0055708230139058365,-1637.4261,4.148910429532901,9.244805201665612,5.66873531161748,1.0663403240480294,0.09060795290604039
