beta,m,δm,E,δE,χ,δχ,C,δC
0.4,0.15772314453125,0.0018137616478848526,-1070.406,1.05311211680448,5.3878623370686425,0.12607474852629838,0.7697799959992,0.01584722941545243
0.4407,0.34495634765625,0.003613178424600357,-1296.3803,1.5818021498024697,17.684762415063116,0.3000329867552423,1.198591587470677,0.031614881256513225
0.46,0.53996923828125,0.0044102875595202,-1428.9571,1.8394823002938119,20.736713265234673,0.6790057341541054,1.3614621260239494,0.04242964140288185
0.5,0.812451953125,0.005294981237832362,-1642.7152,2.8897311706549087,7.947806713049074,4.472587908954998,0.9598187742672845,0.0623806965568579
